adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,3000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,903,tt0061512,en,Cool Hand Luke,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",9.718713,/vDwphkloD7ToaDpKASAXGgHOclN.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Jalem Productions', 'id': 11496}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-06-22,16217773,126,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What we've got here is failure to communicate.,Cool Hand Luke,FALSE,7.7,390
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",,11673,tt0099334,fr,Cyrano de Bergerac,"Embarrassed by his large nose, a romantic poet/soldier romances his cousin by proxy.",5.0399,/huxQL2d1yxjh2QEkug5qt52F1bj.jpg,"[{'name': 'Hachette Première', 'id': 582}, {'name': 'Films A2', 'id': 875}, {'name': 'DD Productions', 'id': 1524}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1990-03-28,0,137,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Cyrano de Bergerac,FALSE,6.8,131
FALSE,,2800000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",,3034,tt0072431,en,Young Frankenstein,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",9.339316,/tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Crossbow Productions', 'id': 1296}, {'name': 'Gruskoff/Venture Films', 'id': 1297}, {'name': 'Jouer Limited', 'id': 1298}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1974-12-15,86273333,106,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,The scariest comedy of all time!,Young Frankenstein,FALSE,7.7,880
FALSE,,3500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,339,tt0102536,en,Night on Earth,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,8.291886,/aREHjLD3kwQFcL1ncNOx8ggDGxA.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'JVC Entertainment', 'id': 182}, {'name': 'Le Studio Canal+', 'id': 183}, {'name': 'Locus Solus Entertainment', 'id': 184}, {'name': 'Pandora Cinema', 'id': 185}, {'name': 'Pyramide Productions', 'id': 186}, {'name': 'Victor Musical Industries', 'id': 187}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-10-03,2015810,129,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fi', 'name': 'suomi'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Five Taxis. Five Cities. One Night.,Night on Earth,FALSE,7.5,165
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,10404,tt0101640,zh,大红灯笼高高挂,"China in the 1920s. After her father's death, 19 year old Songlian is forced to marry the much older lord of a powerful family. With three wives already, each living in a separate house within the great castle, there is fierce competition for his attention and the privileges that are gained. This competition gets out of hand...",7.948888,/34FoAUoBCV3XdPngd0wF8rgszpP.jpg,"[{'name': 'China Film Co-Production Corporation', 'id': 2269}, {'name': 'ERA International', 'id': 21329}, {'name': 'Century Communications', 'id': 21330}, {'name': 'Salon Films', 'id': 21331}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}]",1991-12-20,0,125,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Raise the Red Lantern,FALSE,7.8,139
FALSE,,2000000,"[{'id': 35, 'name': 'Comedy'}]",,914,tt0032553,en,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,9.241748,/hK2KsU0lNiYRqIrYJcC3x63dPnH.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Roy Export Company Establishment', 'id': 71975}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1940-10-15,11000000,125,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'eo', 'name': 'Esperanto'}]",Released,Once again - the whole world laughs!,The Great Dictator,FALSE,8.1,756
FALSE,"{'id': 55427, 'name': 'Fantasia Collection', 'poster_path': '/qHpXVQVhSOXwFNFCfKfdTnuyrXl.jpg', 'backdrop_path': '/7YanwpylLB3yzhwzf11W1tYpcQF.jpg'}",2280000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",http://movies.disney.com/fantasia,756,tt0032455,en,Fantasia,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",8.03796,/dYZ1r3MJnXVGBBSYKgpd8UWGyFw.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1940-11-13,83320000,124,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The most sensational sound you'll ever see!,Fantasia,FALSE,7.2,831
FALSE,,730000,"[{'id': 37, 'name': 'Western'}]",,288,tt0044706,en,High Noon,High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann.,16.715935,/teFvLNdppclC01dZodBTyaP3lGK.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Stanley Kramer Productions', 'id': 893}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1952-03-27,8000000,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The story of a man who was too proud to run.,High Noon,FALSE,7.6,343
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,910,tt0038355,en,The Big Sleep,"Private Detective Philip Marlowe is hired by a rich family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",6.987617,/ttUJSTKBdu1dR8d24FaoS4S1GFJ.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1946-08-23,0,116,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The picture they were born for!,The Big Sleep,FALSE,7.6,244
FALSE,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,2640,tt0097493,en,Heathers,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",13.311827,/38DHopfWHrWqYjphcBeAxOomled.jpg,"[{'name': 'New World Pictures', 'id': 1950}, {'name': 'Cinemarque Entertainment', 'id': 10170}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-10-01,1108462,102,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"Best friends, social trends, and occasional murder.",Heathers,FALSE,7.3,387
FALSE,,5100000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",,16633,tt0081534,en,Somewhere in Time,"Young writer, Richard Collier is met on the opening night of his first play by an old lady who begs him to, ""Come back to me."" Mystified, he tries to find out about her, and learns that she is a famous stage actress from the early 1900s. Becoming more and more obsessed with her, he manages – by self-hypnosis – to travel back in time where he meets her. They fall in love, a matching that is not appreciated by her manager. Can their love outlast the immense problems caused by their 'time"" difference, and can Richard remain in a time that is not his?",5.429213,/2ZCInnOBrGJzEPIYJkYWylvKdPz.jpg,"[{'name': 'Rastar Pictures', 'id': 2070}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-10-02,0,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Beyond fantasy. Beyond obsession. Beyond time itself... he will find her.,Somewhere in Time,FALSE,7.1,104
FALSE,,15000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,665,tt0052618,en,Ben-Hur,"Ben-Hur is a 1959 epic film directed by William Wyler, the third film version of Civil War vet Lew Wallace's 1880 novel Ben-Hur: A Tale of the Christ. It premiered at Loew's State Theatre in New York City on November 18, 1959. The movie's reputation as a classic is primarily based on two spectacular action sequences:  the great chariot race and a Roman naval battle, along with lavish production values and strong performances.  The plot of Ben Hur revolves around a Jewish prince who is betrayed and sent into slavery by a Roman friend and how he regains his freedom and comes back for revenge. However, instead he finds redemption in Christ, the theme is ultimately about being saved in the Christian sense.  The film went on to win a record of eleven Academy Awards, including Best Picture and Best Actor (Charlton Heston as Ben Hur). This record-setting Oscars sweep has since been equaled by Titanic in 1998 and The Lord of the Rings: The Return of the King in 2004, but never broken.",14.319743,/syPMBvvZsADTTRu3UKuxO1Wflq.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1959-12-26,146900000,212,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The entertainment experience of a lifetime.,Ben-Hur,FALSE,7.5,660
FALSE,,2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",,11031,tt0088258,en,This Is Spinal Tap,"""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on the charts, including everything from its complicated history of ups and downs, gold albums, name changes and undersold concert dates, along with the full host of requisite groupies, promoters, hangers-on and historians, sessions, release events and those special behind-the-scenes moments that keep it all real.",13.981499,/2VDPeoPJ2bKdmfuJxxCktx1hr5g.jpg,"[{'name': 'Spinal Tap Prod.', 'id': 3566}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-05-04,4736202,82,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Does for rock & roll what 'The Sound of Music' did for hills.,This Is Spinal Tap,FALSE,7.6,413
FALSE,"{'id': 173344, 'name': 'Qatsi Collection', 'poster_path': '/AlE6QJc87zH5vYw6AI779ywRZG6.jpg', 'backdrop_path': '/2pRLc3z0jE1WkFJLCZyITtYjo08.jpg'}",0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",,11314,tt0085809,en,Koyaanisqatsi,Takes us to locations all around the US and shows us the heavy toll that modern technology is having on humans and the earth. The visual tone poem contains neither dialogue nor a vocalized narration: its tone is set by the juxtaposition of images and the exceptional music by Philip Glass.,8.802715,/hxL6Obbbbh9KPvGpXX7F1Oc9Fft.jpg,"[{'name': 'IRE Productions', 'id': 16644}, {'name': 'Santa Fe Institute for Regional Education', 'id': 16645}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-06-06,1723872,87,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Until now, you've never really seen the world you live in.",Koyaanisqatsi,FALSE,7.7,140
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,15143,tt0094006,en,Some Kind of Wonderful,"A young tomboy, Watts, finds her feelings for her best friend, Keith, run deeper than just friendship when he gets a date with the most popular girl in school.",10.208658,/t5trXgQn0B6Un8JeGGWhwek95f6.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Hughes Entertainment', 'id': 477}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-02-27,18553948,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Before they could stand together, they had to stand alone.",Some Kind of Wonderful,FALSE,6.9,104
FALSE,"{'id': 84, 'name': 'Indiana Jones Collection', 'poster_path': '/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg', 'backdrop_path': '/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg'}",48000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",http://www.indianajones.com/crusade,89,tt0097576,en,Indiana Jones and the Last Crusade,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",14.788987,/4p1N2Qrt8j0H8xMHMHvtRxv9weZ.jpg,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-05-24,474171806,127,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"The man with the hat is back. And this time, he's bringing his Dad.",Indiana Jones and the Last Crusade,FALSE,7.6,3221
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,10322,tt0078841,en,Being There,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",12.320636,/bgTFBMBuh4jA45l0DYyHC2GTq8X.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Lorimar Film Entertainment', 'id': 1176}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1979-12-19,30177511,130,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Getting there is half the fun; being there is all of it!,Being There,FALSE,7.7,243
FALSE,,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,783,tt0083987,en,Gandhi,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",12.383755,/2z9A4FSu1YySrhhcuqkdMIXpgyN.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Goldcrest Films International', 'id': 500}, {'name': 'Indo-British', 'id': 501}, {'name': 'International Film Investors', 'id': 502}, {'name': 'National Film Development Corporation of India', 'id': 503}, {'name': 'Carolina Bank', 'id': 504}]","[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1982-11-30,77737889,191,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,His triumph changed the world forever.,Gandhi,FALSE,7.4,730
FALSE,,17000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,10644,tt0096332,en,The Unbearable Lightness of Being,"Successful surgeon Tomas leaves Prague for an operation, meets a young photographer named Tereza, and brings her back with him. Tereza is surprised to learn that Tomas is already having an affair with the bohemian Sabina, but when the Soviet invasion occurs, all three flee to Switzerland. Sabina begins an affair, Tom continues womanizing, and Tereza, disgusted, returns to Czechoslovakia. Realizing his mistake, Tomas decides to chase after her.",6.815147,/g1kPEwATsCI8DnGx6ViAhUVKQSI.jpg,"[{'name': 'The Saul Zaentz Company', 'id': 5237}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-02-05,10006806,171,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A lovers' story,The Unbearable Lightness of Being,FALSE,7,89
FALSE,,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,11257,tt0091867,en,A Room with a View,"When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?",6.175166,/fS4mDKBIHeTmWXPGgz64d2dMyJG.jpg,"[{'name': 'Goldcrest Films International', 'id': 500}, {'name': 'National Film Finance Corporation (NFFC)', 'id': 11493}, {'name': 'Curzon Film Distributors', 'id': 11494}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1985-12-13,20966644,117,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,A Room with a View,FALSE,6.9,164
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,14370,tt0089886,en,Real Genius,"Chris is the top brain who just wants to party, Mitch is the 15-year-old college wiz kid. Supposedly hard at work on a lab project with a mysterious deadline, they still find time to use their genius to discover new ways to have fun.",11.959887,/1HxrHluqDwou74TrE3bRqoiQN9N.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Delphi III Productions', 'id': 3088}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-08-07,13000000,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Who ELSE can turn lasers into light shows, aircraft into armchairs, and high-tech into hijinks?",Real Genius,FALSE,6.6,121
FALSE,,12000000,"[{'id': 10402, 'name': 'Music'}]",,12104,tt0084503,en,Pink Floyd: The Wall,A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,6.773407,/jshxdvf8A7oQqBAH3GFwXRwDyCX.jpg,"[{'name': 'Goldcrest Films International', 'id': 500}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Tin Blue', 'id': 8834}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1982-07-14,22244207,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Memories. The Madness. The Music... The Movie.,Pink Floyd: The Wall,FALSE,7.7,363
FALSE,,14400000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,625,tt0087553,en,The Killing Fields,"The Killing Fields tells the real life story of a friendship between two journalists, an American and a Cambodian, during the bloody Khmer Rouge takeover of Cambodia in 1975, which lead to the death of 2-3 million Cambodians during the next four years, until Pol Pot's regime was toppled by the intervening Vietnamese in 1979.",11.460364,/pzSdpgnjJi79UboweTlFDQmRq7M.jpg,"[{'name': 'Goldcrest Films International', 'id': 500}, {'name': 'International Film Investors', 'id': 502}, {'name': 'Enigma Productions', 'id': 7049}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1984-11-02,34700291,141,"[{'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'km', 'name': ''}]",Released,"Here, only the silent survive.",The Killing Fields,FALSE,7.5,180
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,8816,tt0089606,sv,Mitt liv som hund,"A boy and his brother don't get along well. In order to let their ill mother rest, they are separated and sent to different relatives.",4.195896,/y61Bcb1NeLvq7D1gAyqS1mtoYbd.jpg,"[{'name': 'Svensk Filmindustri (SF)', 'id': 6181}, {'name': 'FilmTeknik', 'id': 7931}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1985-12-12,0,101,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,My Life as a Dog,FALSE,7.3,70
FALSE,,1900000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",,830,tt0049223,en,Forbidden Planet,Captain Adams and the crew of the Starship C57D fly towards planet Altair 4 in search for the Bellerphon spaceship that has been missing for twenty years. To their surprise they are already being expected. A classic science fiction film from 1957 starring Leslie Nielsen.,6.379966,/qdH1Fm5vl1DAjXNHPmRZ4yEiUgM.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1956-03-15,3250000,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Earthmen on a fabulous, peril-journey into outer space!",Forbidden Planet,FALSE,7.2,238
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,2323,tt0097351,en,Field of Dreams,"Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play.",16.759454,/ps5B8ZNSFvqLczD5e4Yh3whV66B.jpg,"[{'name': 'Universal Studios', 'id': 13}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-04-21,84431625,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If you believe the impossible, the incredible can come true.",Field of Dreams,FALSE,7.1,383
FALSE,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,983,tt0073341,en,The Man Who Would Be King,"A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling.",6.189816,/yS2WvQ2oRAJqzpnFiC9dEOtQ7E3.jpg,"[{'name': 'Persky-Bright Productions', 'id': 624}, {'name': 'Devon', 'id': 625}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1975-12-03,0,129,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Rudyard Kipling's epic of splendor, spectacle and high adventure at the top of a legendary world.",The Man Who Would Be King,FALSE,7.6,148
FALSE,,6000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}, {'id': 80, 'name': 'Crime'}]",,642,tt0064115,en,Butch Cassidy and the Sundance Kid,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",6.714577,/jQH0mTzQ1gQ56H8a0z52WreiEok.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Campanile Productions', 'id': 381}, {'name': 'Newman-Foreman Productions', 'id': 382}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1969-09-23,102308889,110,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"Not that it matters, but most of it is true.",Butch Cassidy and the Sundance Kid,FALSE,7.4,659
FALSE,,1746964,"[{'id': 18, 'name': 'Drama'}]",,655,tt0087884,en,"Paris, Texas","A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",11.635837,/vbtDskCLmlDKtzpqdiJYszBhKY2.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Pro-ject Filmproduktion', 'id': 1448}, {'name': 'Argos Films', 'id': 6116}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}, {'name': 'Road Movies Filmproduktion', 'id': 8366}, {'name': 'Wim Wenders Stiftung', 'id': 36229}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-05-19,2181987,147,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A place for dreams. A place for heartbreak. A place to pick up the pieces.,"Paris, Texas",FALSE,7.7,282
FALSE,,23000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",,10341,tt0101458,de,Bis ans Ende der Welt,"Until The End of the World is an odyssey for the modern age. As with Homer's Odyssey, the purpose of the journey is to restore sight -- a spiritual reconciliation between an obsessed father and a deserted son. Dr. Farber, in trying to find a cure for his wife's blindness, has created a device that allows the user to send images directly to the brain, enabling the blind to see.",2.14652,/flNXkrzUjWRdMXC64kMeC0Fxsl9.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Argos Films', 'id': 6116}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Road Movies Filmproduktion', 'id': 8366}, {'name': 'Wim Wenders Stiftung', 'id': 36229}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-09-12,0,287,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,. . . the ultimate road movie,Until the End of the World,FALSE,6.3,45
FALSE,,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,639,tt0098635,en,When Harry Met Sally...,"During their travels from Chicago to New York, Harry and Sally Will debate whether or not sex ruins a perfect relationship between a man and a woman. Eleven years and later, they're still no closer to finding the answer.",8.34322,/anYI1fzx90PgjO9PY3JStJZJmQT.jpg,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Nelson Entertainment', 'id': 365}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-07-21,92823546,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Can two friends sleep together and still love each other in the morning?,When Harry Met Sally...,FALSE,7.3,974
FALSE,,0,[],,266022,tt0113369,en,I Shot a Man in Vegas,Friends flash back to a fight between pals that left one dead earlier that night in Las Vegas.,0.005055,/6ZCDVjhgAQ9cht6a7mdO4GWj4DW.jpg,[],[],1996-10-18,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,I Shot a Man in Vegas,FALSE,0,0
FALSE,,0,[],,168450,tt0114089,en,Parallel Sons,"Seth is a youth with artistic leanings, a fascination with Black pop culture, and a dead-end life in an Adirondack village. He's alternatively sensitive and brutal with Kristen, who wants a sexual relationship that he explosively rejects. Late one night, as he's closing the cafe where he works, a young Black man attempts to rob him at gun point but faints from illness. Seth takes the man, Knowledge, an escapee from a nearby prison, to a family cabin where he nurses him and they begin a tentative friendship. When the sheriff learns of Seth's harboring a fugitive, a confrontation looms. Relationships between fathers and their children dominate the subplots.",0.264398,/dJELQa4E08UrkKhO7q1ySWqkUmO.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-01-01,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Parallel Sons,FALSE,5,1
